,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
290,291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.19699999999999998,0.41,0.4478,83
291,292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.19699999999999998,0.41,0.3881,42
292,293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,60
293,294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,78
294,295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,162
295,296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,144
296,297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,99
297,298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,64
298,299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,40
299,300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,30
300,301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.19399999999999998,15
301,302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.19399999999999998,14
302,303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,5
303,304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,1
304,305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,1
305,306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,8
306,307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,17
307,308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,70
308,309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,158
309,310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,117
310,311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.19399999999999998,44
311,312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,53
312,313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.19699999999999998,0.44,0.2537,61
313,314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.19699999999999998,0.37,0.3881,77
314,315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,64
315,316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,68
316,317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,90
317,318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,159
318,319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,139
319,320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.19699999999999998,0.59,0.0896,92
320,321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,68
321,322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,52
322,323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,36
323,324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,27
324,325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,28
325,326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,20
326,327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.19699999999999998,0.59,0.0896,12
327,328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,8
328,329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,5
329,330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,1
330,331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,3
331,332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,10
332,333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,23
333,334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,33
334,335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.19699999999999998,0.59,0.1642,59
335,336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.19699999999999998,0.55,0.2239,72
336,337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,89
337,338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,101
338,339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,118
339,340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.19399999999999998,129
340,341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.19399999999999998,128
341,342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,83
342,343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,84
343,344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,74
344,345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,41
345,346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,57
346,347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,26
347,348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,44
348,349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,39
349,350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,23
350,351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,16
351,352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,15
352,353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,1
353,354,2011-01-16,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,2
354,355,2011-01-16,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,1
355,356,2011-01-16,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,3
356,357,2011-01-16,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,18
357,358,2011-01-16,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,32
358,359,2011-01-16,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,79
359,360,2011-01-16,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,93
360,361,2011-01-16,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,104
361,362,2011-01-16,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,118
362,363,2011-01-16,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,91
363,364,2011-01-16,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,113
364,365,2011-01-16,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,99
365,366,2011-01-16,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,105
366,367,2011-01-16,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,67
367,368,2011-01-16,1,0,1,19,0,0,0,1,0.18,0.19699999999999998,0.47,0.1343,61
368,369,2011-01-16,1,0,1,20,0,0,0,1,0.18,0.19699999999999998,0.47,0.1642,57
369,370,2011-01-16,1,0,1,21,0,0,0,1,0.18,0.19699999999999998,0.51,0.1642,28
370,371,2011-01-16,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,21
371,372,2011-01-16,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,18
372,373,2011-01-17,1,0,1,0,1,1,0,2,0.2,0.19699999999999998,0.47,0.2239,17
373,374,2011-01-17,1,0,1,1,1,1,0,2,0.2,0.19699999999999998,0.44,0.19399999999999998,16
374,375,2011-01-17,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,8
375,376,2011-01-17,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,2
376,377,2011-01-17,1,0,1,4,1,1,0,2,0.18,0.19699999999999998,0.43,0.1343,3
377,378,2011-01-17,1,0,1,5,1,1,0,2,0.18,0.19699999999999998,0.43,0.1642,1
378,379,2011-01-17,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.19399999999999998,5
379,380,2011-01-17,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,13
380,381,2011-01-17,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,33
381,382,2011-01-17,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,47
382,383,2011-01-17,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,57
383,384,2011-01-17,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.19399999999999998,64
384,385,2011-01-17,1,0,1,12,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,80
385,386,2011-01-17,1,0,1,13,1,1,0,2,0.18,0.19699999999999998,0.47,0.1343,93
386,387,2011-01-17,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,86
387,388,2011-01-17,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,93
388,389,2011-01-17,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,82
389,390,2011-01-17,1,0,1,17,1,1,0,1,0.2,0.19699999999999998,0.51,0.19399999999999998,71
390,391,2011-01-17,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,92
391,392,2011-01-17,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.19399999999999998,60
392,393,2011-01-17,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,33
393,394,2011-01-17,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.19399999999999998,27
394,395,2011-01-17,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,13
395,396,2011-01-17,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,4
396,397,2011-01-18,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,3
397,398,2011-01-18,1,0,1,13,0,2,1,2,0.2,0.19699999999999998,0.86,0.2239,22
398,399,2011-01-18,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,28
399,400,2011-01-18,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,35
400,401,2011-01-18,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.19399999999999998,61
401,402,2011-01-18,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.19399999999999998,125
402,403,2011-01-18,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,133
403,404,2011-01-18,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,99
404,405,2011-01-18,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,83
405,406,2011-01-18,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,41
406,407,2011-01-18,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,33
407,408,2011-01-18,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,20
408,409,2011-01-19,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,3
409,410,2011-01-19,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,7
410,411,2011-01-19,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,3
411,412,2011-01-19,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,2
412,413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,7
413,414,2011-01-19,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,32
414,415,2011-01-19,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,90
415,416,2011-01-19,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,197
416,417,2011-01-19,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,109
417,418,2011-01-19,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,47
418,419,2011-01-19,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,52
419,420,2011-01-19,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,70
420,421,2011-01-19,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,78
421,422,2011-01-19,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,75
422,423,2011-01-19,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,82
423,424,2011-01-19,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,104
424,425,2011-01-19,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,197
425,426,2011-01-19,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,161
426,427,2011-01-19,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,112
427,428,2011-01-19,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,76
428,429,2011-01-19,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,59
429,430,2011-01-19,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,59
430,431,2011-01-19,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,28
431,432,2011-01-20,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,13
432,433,2011-01-20,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,5
433,434,2011-01-20,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,2
434,435,2011-01-20,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,1
435,436,2011-01-20,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,1
436,437,2011-01-20,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,6
437,438,2011-01-20,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,35
438,439,2011-01-20,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,101
439,440,2011-01-20,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,249
440,441,2011-01-20,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,143
441,442,2011-01-20,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,57
442,443,2011-01-20,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,68
443,444,2011-01-20,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,84
444,445,2011-01-20,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,98
445,446,2011-01-20,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,81
446,447,2011-01-20,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.19399999999999998,70
447,448,2011-01-20,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,91
448,449,2011-01-20,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,215
449,450,2011-01-20,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.19399999999999998,185
450,451,2011-01-20,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,152
451,452,2011-01-20,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,126
452,453,2011-01-20,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,57
453,454,2011-01-20,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,56
454,455,2011-01-20,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,31
455,456,2011-01-21,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,21
456,457,2011-01-21,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,6
457,458,2011-01-21,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,2
458,459,2011-01-21,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,1
459,460,2011-01-21,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,1
460,461,2011-01-21,1,0,1,5,0,5,1,1,0.24,0.19699999999999998,0.6,0.4179,5
461,462,2011-01-21,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,27
462,463,2011-01-21,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,68
463,464,2011-01-21,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,217
464,465,2011-01-21,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,166
465,466,2011-01-21,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,63
466,467,2011-01-21,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,59
467,468,2011-01-21,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,78
468,469,2011-01-21,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,73
469,470,2011-01-21,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,62
470,471,2011-01-21,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,65
471,472,2011-01-21,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,97
472,473,2011-01-21,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,161
473,474,2011-01-21,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,120
474,475,2011-01-21,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,96
475,476,2011-01-21,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,53
476,477,2011-01-21,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,41
477,478,2011-01-21,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,34
478,479,2011-01-21,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,27
479,480,2011-01-22,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,13
480,481,2011-01-22,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,12
481,482,2011-01-22,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,11
482,483,2011-01-22,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,7
483,484,2011-01-22,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,3
484,485,2011-01-22,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,2
485,486,2011-01-22,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,8
486,487,2011-01-22,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,27
487,488,2011-01-22,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,40
488,489,2011-01-22,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,53
489,490,2011-01-22,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,63
490,491,2011-01-22,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,70
491,492,2011-01-22,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,84
492,493,2011-01-22,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,75
493,494,2011-01-22,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,103
494,495,2011-01-22,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.19399999999999998,83
495,496,2011-01-22,1,0,1,17,0,6,0,1,0.12,0.19699999999999998,0.28,0.0,67
496,497,2011-01-22,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.19399999999999998,54
497,498,2011-01-22,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,59
498,499,2011-01-22,1,0,1,20,0,6,0,1,0.06,0.0758,0.45,0.1642,45
499,500,2011-01-22,1,0,1,21,0,6,0,1,0.06,0.1061,0.41,0.0896,39
500,501,2011-01-22,1,0,1,22,0,6,0,1,0.06,0.1515,0.49,0.0,30
501,502,2011-01-22,1,0,1,23,0,6,0,1,0.04,0.0758,0.57,0.1045,33
502,503,2011-01-23,1,0,1,0,0,0,0,1,0.04,0.0758,0.57,0.1045,22
503,504,2011-01-23,1,0,1,1,0,0,0,1,0.04,0.0758,0.57,0.1045,13
504,505,2011-01-23,1,0,1,2,0,0,0,1,0.02,0.0606,0.62,0.1343,18
505,506,2011-01-23,1,0,1,3,0,0,0,1,0.02,0.0606,0.62,0.1343,5
506,507,2011-01-23,1,0,1,5,0,0,0,2,0.04,0.0758,0.57,0.1045,3
507,508,2011-01-23,1,0,1,6,0,0,0,2,0.04,0.0758,0.57,0.1045,1
508,509,2011-01-23,1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,2
509,510,2011-01-23,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,19
510,511,2011-01-23,1,0,1,9,0,0,0,1,0.1,0.0758,0.54,0.3582,28
511,512,2011-01-23,1,0,1,10,0,0,0,1,0.14,0.1061,0.46,0.3881,58
512,513,2011-01-23,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,99
513,514,2011-01-23,1,0,1,12,0,0,0,1,0.16,0.1212,0.37,0.4627,116
514,515,2011-01-23,1,0,1,13,0,0,0,1,0.14,0.1061,0.33,0.3881,87
515,516,2011-01-23,1,0,1,14,0,0,0,1,0.16,0.1364,0.28,0.3582,110
516,517,2011-01-23,1,0,1,15,0,0,0,1,0.16,0.1364,0.28,0.3582,77
517,518,2011-01-23,1,0,1,16,0,0,0,1,0.16,0.1364,0.26,0.3284,65
518,519,2011-01-23,1,0,1,17,0,0,0,1,0.14,0.1061,0.26,0.3881,55
519,520,2011-01-23,1,0,1,18,0,0,0,1,0.12,0.1212,0.3,0.2537,49
520,521,2011-01-23,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,50
521,522,2011-01-23,1,0,1,20,0,0,0,1,0.1,0.1061,0.36,0.2537,35
522,523,2011-01-23,1,0,1,21,0,0,0,1,0.1,0.1061,0.36,0.19399999999999998,25
523,524,2011-01-23,1,0,1,22,0,0,0,1,0.08,0.0909,0.38,0.19399999999999998,28
524,525,2011-01-23,1,0,1,23,0,0,0,1,0.06,0.0606,0.41,0.2239,21
525,526,2011-01-24,1,0,1,0,0,1,1,1,0.06,0.0606,0.41,0.19399999999999998,7
526,527,2011-01-24,1,0,1,1,0,1,1,1,0.04,0.0455,0.45,0.19399999999999998,1
527,528,2011-01-24,1,0,1,3,0,1,1,1,0.04,0.0303,0.45,0.2537,1
528,529,2011-01-24,1,0,1,4,0,1,1,1,0.02,0.0606,0.48,0.1343,1
529,530,2011-01-24,1,0,1,5,0,1,1,1,0.02,0.0606,0.48,0.1343,5
530,531,2011-01-24,1,0,1,6,0,1,1,1,0.02,0.0758,0.48,0.0896,15
531,532,2011-01-24,1,0,1,7,0,1,1,1,0.02,0.1212,0.48,0.0,84
532,533,2011-01-24,1,0,1,8,0,1,1,1,0.04,0.1364,0.49,0.0,177
533,534,2011-01-24,1,0,1,9,0,1,1,1,0.06,0.1515,0.41,0.0,102
534,535,2011-01-24,1,0,1,10,0,1,1,1,0.1,0.1364,0.42,0.0,40
535,536,2011-01-24,1,0,1,11,0,1,1,1,0.1,0.1212,0.46,0.1343,46
536,537,2011-01-24,1,0,1,12,0,1,1,2,0.12,0.1364,0.42,0.19399999999999998,63
537,538,2011-01-24,1,0,1,13,0,1,1,2,0.14,0.1364,0.43,0.2239,60
538,539,2011-01-24,1,0,1,14,0,1,1,2,0.14,0.1364,0.46,0.2239,45
539,540,2011-01-24,1,0,1,15,0,1,1,1,0.16,0.1667,0.4,0.1642,57
540,541,2011-01-24,1,0,1,16,0,1,1,1,0.16,0.1515,0.47,0.2537,70
541,542,2011-01-24,1,0,1,17,0,1,1,1,0.14,0.1212,0.5,0.2537,184
542,543,2011-01-24,1,0,1,18,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,153
543,544,2011-01-24,1,0,1,19,0,1,1,1,0.14,0.1515,0.54,0.1642,106
544,545,2011-01-24,1,0,1,20,0,1,1,1,0.14,0.1364,0.59,0.19399999999999998,81
545,546,2011-01-24,1,0,1,21,0,1,1,1,0.14,0.1515,0.63,0.1642,59
546,547,2011-01-24,1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,35
547,548,2011-01-24,1,0,1,23,0,1,1,2,0.16,0.1515,0.64,0.2537,24
548,549,2011-01-25,1,0,1,0,0,2,1,2,0.16,0.1364,0.69,0.2836,9
549,550,2011-01-25,1,0,1,1,0,2,1,2,0.16,0.1667,0.69,0.1642,5
550,551,2011-01-25,1,0,1,2,0,2,1,1,0.16,0.1515,0.69,0.2239,2
551,552,2011-01-25,1,0,1,4,0,2,1,1,0.14,0.1667,0.74,0.1045,1
552,553,2011-01-25,1,0,1,5,0,2,1,1,0.14,0.1364,0.74,0.2239,9
553,554,2011-01-25,1,0,1,6,0,2,1,1,0.16,0.1818,0.74,0.1045,36
554,555,2011-01-25,1,0,1,7,0,2,1,1,0.16,0.1515,0.74,0.2239,108
555,556,2011-01-25,1,0,1,8,0,2,1,2,0.16,0.1818,0.74,0.1343,238
556,557,2011-01-25,1,0,1,9,0,2,1,2,0.2,0.2273,0.64,0.0896,144
557,558,2011-01-25,1,0,1,10,0,2,1,2,0.22,0.2424,0.6,0.1045,55
558,559,2011-01-25,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,61
559,560,2011-01-25,1,0,1,12,0,2,1,2,0.26,0.2879,0.56,0.0896,106
560,561,2011-01-25,1,0,1,13,0,2,1,2,0.26,0.2727,0.56,0.1343,93
561,562,2011-01-25,1,0,1,14,0,2,1,2,0.3,0.3333,0.45,0.0,68
562,563,2011-01-25,1,0,1,15,0,2,1,2,0.32,0.3485,0.42,0.0,84
563,564,2011-01-25,1,0,1,16,0,2,1,2,0.32,0.3485,0.42,0.0,116
564,565,2011-01-25,1,0,1,17,0,2,1,1,0.3,0.3333,0.45,0.0,222
565,566,2011-01-25,1,0,1,18,0,2,1,2,0.3,0.3182,0.49,0.0896,225
566,567,2011-01-25,1,0,1,19,0,2,1,2,0.26,0.2576,0.65,0.1642,146
567,568,2011-01-25,1,0,1,20,0,2,1,1,0.24,0.2273,0.65,0.19399999999999998,119
568,569,2011-01-25,1,0,1,21,0,2,1,1,0.24,0.2273,0.65,0.19399999999999998,45
569,570,2011-01-25,1,0,1,22,0,2,1,1,0.22,0.2273,0.64,0.1642,53
570,571,2011-01-25,1,0,1,23,0,2,1,2,0.22,0.2273,0.64,0.1642,40
571,572,2011-01-26,1,0,1,0,0,3,1,2,0.22,0.2273,0.69,0.1343,17
572,573,2011-01-26,1,0,1,1,0,3,1,2,0.24,0.2424,0.65,0.1343,5
573,574,2011-01-26,1,0,1,2,0,3,1,3,0.22,0.2273,0.69,0.19399999999999998,10
574,575,2011-01-26,1,0,1,5,0,3,1,3,0.2,0.1818,0.86,0.2836,1
575,576,2011-01-26,1,0,1,6,0,3,1,3,0.2,0.1818,0.86,0.2836,8
576,577,2011-01-26,1,0,1,7,0,3,1,3,0.22,0.2121,0.87,0.2985,30
577,578,2011-01-26,1,0,1,8,0,3,1,3,0.22,0.2121,0.87,0.2985,72
578,579,2011-01-26,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,58
579,580,2011-01-26,1,0,1,10,0,3,1,3,0.22,0.2121,0.93,0.2836,28
580,581,2011-01-26,1,0,1,11,0,3,1,3,0.22,0.19699999999999998,0.93,0.3284,41
581,582,2011-01-26,1,0,1,12,0,3,1,3,0.22,0.19699999999999998,0.93,0.3284,48
582,583,2011-01-26,1,0,1,13,0,3,1,3,0.22,0.19699999999999998,0.93,0.3284,47
